epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.560572071,43.66133333,1.334438992,52.392
2,1.257726642,55.056,1.188563424,57.856
3,1.142408867,59.92533333,1.069835856,62.4
4,1.086287002,62.264,0.998054418,65.296
5,1.044137448,63.82666667,0.986879436,65.968
6,1.016812337,64.91466667,0.958941287,66.984
7,0.98908759,65.72,0.968744409,66.728
8,0.983646021,66.06133333,0.954665396,66.776
9,0.955015683,67.248,0.918964835,68.32
10,0.949080818,67.25866667,0.883585777,69.84
