epoch,train_loss,train_accuracy,val_loss,val_accuracy
41,0.9447229654614022,66.55466666666666,0.832367760979611,71.936
42,0.9475721702895067,66.528,0.8451504633402276,70.864
43,0.9395692377214546,66.92,0.833889340653139,71.256
44,0.9381789134325834,66.96266666666666,0.8175792050026262,71.96
45,0.9346899475660747,66.82133333333333,0.845200182760463,71.04
46,0.9359329076096059,66.96533333333333,0.8406373381309802,70.648
47,0.9338645178557663,67.25333333333333,0.8322737922753825,71.664
48,0.9308489095483217,67.17333333333333,0.8175806139436219,72.008
49,0.9225775679579774,67.38933333333334,0.8348239427789703,71.472
50,0.921815864818088,67.352,0.8248760460892601,71.368
51,0.9171911821583025,67.82933333333334,0.8287974179858137,71.664
52,0.9152882991695567,67.55733333333333,0.8378922974362093,71.536
53,0.9155319999305869,67.66933333333333,0.7941279870927181,73.144
54,0.9089252999363906,67.976,0.801242180492567,72.424
55,0.9092962795251872,68.256,0.8550393233061446,70.632
56,0.9020133264133955,68.232,0.8274403062013104,71.344
57,0.9053432561279157,67.86133333333333,0.8082871102463559,72.16
58,0.9028624413668499,68.44266666666667,0.8191135783329644,73.08
59,0.9010219671366158,68.176,0.8027074051939923,72.416
60,0.8904353561254899,68.67466666666667,0.8044056015856126,72.44
61,0.8941803962348264,68.73333333333333,0.8035188038330858,72.856
62,0.8917130263134481,68.65333333333334,0.7853048222754008,72.928
63,0.8864530008349809,68.68266666666666,0.8028800012662892,72.96
64,0.8913280311908331,68.73333333333333,0.8119969771951056,71.44
65,0.8900824736409627,68.86666666666666,0.8236930097460442,72.256
66,0.8888540178944226,68.81866666666667,0.8053730014340043,72.152
67,0.8768920922340386,69.104,0.8045127904018783,72.92
68,0.878059793988389,69.07733333333333,0.8121470318883276,72.208
69,0.8804987846737022,69.04,0.7938166988627685,72.712
70,0.8793532844543864,68.92533333333333,0.7778072091167235,73.576
71,0.8719539888991431,69.17066666666666,0.7902046397061604,73.008
72,0.8779973857130207,69.088,0.7835460360092885,73.208
73,0.8690378808069962,69.448,0.7856720481687189,73.064
74,0.8666669773160394,69.136,0.7783396583231513,73.408
75,0.8737145343433061,69.38133333333333,0.7901571827471409,73.496
76,0.8671858993711732,69.30933333333333,0.8004235408800032,72.672
77,0.861208855749804,69.61866666666667,0.8088895273787896,72.416
78,0.8634783031336276,69.47733333333333,0.7723905481493382,73.744
79,0.8551108510115855,69.78133333333334,0.786580264187225,73.024
80,0.8636447993002248,69.816,0.7678717271903591,73.792
81,0.8501149850290383,70.09066666666666,0.7573634281640163,74.304
82,0.8569915752616352,69.75733333333334,0.7769791494549998,72.952
83,0.8615767384399327,69.85066666666667,0.7967680740691817,72.896
84,0.861209019738863,69.69333333333333,0.7709748215992432,73.712
85,0.8518299009561946,69.78666666666666,0.7844050215638202,72.632
86,0.8474438310228923,70.18666666666667,0.7689843231149952,73.304
87,0.8481389411276925,70.10133333333333,0.7728718975773248,73.424
88,0.8520468409354369,70.016,0.7950140141770053,72.904
89,0.8481281594255679,70.112,0.762964800419405,74.36
90,0.8505745147173722,70.032,0.7702492954938308,73.416
91,0.844084691014713,70.352,0.7705330028558326,73.856
92,0.837473373872835,70.36266666666667,0.7752398880546355,73.6
93,0.8422555813864636,70.20266666666667,0.7990617259688999,72.872
94,0.8407847119730487,70.55733333333333,0.763325088697931,74.336
95,0.8360125306014722,70.69066666666667,0.7596104007852656,74.12
96,0.8394244120999814,70.40533333333333,0.794715436142119,72.912
97,0.8328163478866779,70.63466666666666,0.7682640460293616,73.92
98,0.8378241184475885,70.34933333333333,0.7591121197509034,74.072
99,0.8332525297185667,70.61066666666666,0.7791620398421422,73.272
100,0.8362998509010358,70.59733333333334,0.7635743428983957,73.824
