epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.52002463105799,45.24,1.223389441399928,56.456
2,1.1505554931257365,59.472,1.1789466563393087,58.352
3,1.0261875105951834,64.08266666666667,0.9947217269931607,65.176
4,0.9451412897518877,67.16533333333334,0.9576059919793892,66.936
5,0.8836983518592326,69.432,0.9895132424124061,66.952
6,0.8464642067919819,70.75733333333334,0.9583129494848763,67.064
7,0.8190289218830574,71.58133333333333,0.9411361477030512,68.168
8,0.7928222664743153,72.78666666666666,0.926879124415805,69.032
9,0.7788321690017249,73.13066666666667,0.9154264335437199,69.408
10,0.7594022071147941,73.728,0.9750939606858031,67.992
