epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.5504124948290834,44.184,1.2592383321288907,55.368
2,1.2575978735404616,55.42133333333334,1.1641478447048255,58.864
3,1.152555592129255,59.52,1.070114566389557,62.424
4,1.0941566554861264,62.04266666666667,1.012956527873988,64.856
5,1.0526007837758944,63.512,0.9708501086820422,66.288
6,1.0331946130803829,64.09333333333333,0.9896710152211396,65.696
7,1.0053784997033992,65.13066666666667,0.9490432740782228,67.04
8,0.9823467459898353,66.18133333333333,0.9347115341964585,67.472
9,0.9797001298478846,66.2,0.9574374330927954,67.048
10,0.966770567330484,66.864,0.9222402587875991,68.12
11,0.952778944459588,67.25066666666666,0.9224481278520715,67.856
12,0.949963918368971,67.40266666666666,0.9431685040064175,67.432
13,0.937012640129991,67.67466666666667,0.9377432975470258,67.424
14,0.9339182346347249,67.648,0.956417405391898,67.456
15,0.9303228240142299,68.02133333333333,0.9287020389533713,67.768
16,0.9394611517164487,67.67466666666667,0.8951745556900873,68.968
17,0.920285590120143,68.64533333333334,0.8920843331405269,68.864
18,0.9033275745529363,69.14133333333334,0.9665339123410033,67.688
19,0.9210852970950839,68.528,0.903657797809757,69.144
20,0.9139526813662907,68.65333333333334,0.9223967085561484,68.032
21,0.9015088736654956,69.192,0.924177533601556,68.544
22,0.9113441023200038,69.09066666666666,0.9154818480277,68.656
23,0.9112082948660281,68.912,0.8955796871648725,69.944
24,0.9016319019497459,69.2,0.9024546862868092,69.608
25,0.8985453403647036,69.13866666666667,0.9172731413865638,69.56
26,0.894541201254817,69.37066666666666,0.8987736134882778,69.296
27,0.8995249920839336,69.56533333333333,0.925281926951445,69.36
28,0.8916430497993382,69.65333333333334,0.8916039357862204,69.696
29,0.890472324100981,69.85066666666667,0.8870471674005699,69.6
30,0.8833083396987297,69.688,0.8737367121002558,69.928
31,0.8832068641132869,69.93066666666667,0.8641359655905867,71.176
32,0.894352420376226,69.608,0.8872617017430113,70.184
33,0.8834387851249643,70.10933333333334,0.8921734040503002,69.872
34,0.8922065597650541,69.792,0.9163572896472023,69.528
35,0.8762684293320154,70.10133333333333,0.9090067650503515,70.2
36,0.8816540280910076,70.03733333333334,0.9255323270550164,69.296
37,0.874937747881681,70.27733333333333,0.8806297940671292,70.136
38,0.8727467681818448,70.24,0.8775137647643418,69.768
39,0.869450803935121,70.30666666666667,0.9054844007467675,68.8
40,0.890148999468255,69.74133333333333,0.8663832844828095,70.512
41,0.8683799826905589,70.448,0.869191131247279,69.408
42,0.8777971370686036,70.096,0.8612695688481831,70.328
43,0.8755170462888255,70.15466666666667,0.8784069797724409,69.952
44,0.8694304504110748,70.33866666666667,0.9013951493193731,69.752
45,0.8672636802794583,70.33066666666667,0.8782707113591607,70.528
46,0.8697742940317649,70.49066666666667,0.8898016921699504,69.312
47,0.8670503168840458,70.37333333333333,0.958298771582601,67.424
48,0.8719139912073522,70.136,0.9110190249465006,69.704
49,0.8587550134890722,70.60533333333333,0.8835504234142011,70.344
50,0.8763386681040196,70.20533333333333,0.9938373103013733,68.04
